# 洪武正韻譯訓字表
# v20200322
# Compiled by hhliow (github.com/hhliow)
# license: cc by-sa 4.0
# Trailing ' denotes 全濁上聲 syllables pronounced as 去聲.
# Modern vocalization (e. g. that found in theatry and Southwest Mandarin) may
#   palatalize or frictivize /k/ /g/ /ŋ/ /ʔ/ /h/ /ɦ/ before /i/ /y/,
#   merge syllable codae -p -t -k to [ʔ],
#   drop breathiness in /ʂʱ/ /ʃʱ/ /sʱ/ /fʱ/ /ɦ/, and
#   merge /iaw/ and /iɛw/.
# Credits:
#   The gloss is adapted from digitalized text of 洪武正韻 in Kanseki Repository.
#   Digitalization and transliteration of 洪武正韻譯訓 syllabary is done by hhliow (github.com/hhliow).
# Reference:
#   成元慶 洪武正韻譯訓音研究
#   高田時雄 明末官話調值小考
char	譯訓	ipa	gloss
頀	ᅘᅮ〮	ɦu˨˦	大頀湯樂名亦作護濩三字義同者不得重押義異者非俗作
嫮	ᅘᅮ〮	ɦu˨˦	美容貌亦作嫭又姥韻
嫭	ᅘᅮ〮	ɦu˨˦	揚雄傳知衆嫭之嫉妬兮顔師古音火故反誤當從此音又姥韻
瓠	ᅘᅮ〮	ɦu˨˦	匏也又模韻
穫	ᅘᅮ〮	ɦu˨˦	焦穫周地名詩整居焦穫又藥韻
互	ᅘᅮ〮	ɦu˨˦	差互周禮鼈人掌取互物注鄭司農曰互物有甲者䓣胡龜鼈之屬
冱	ᅘᅮ〮	ɦu˨˦	寒凝
枑	ᅘᅮ〮	ɦu˨˦	梐枑行馬
涸	ᅘᅮ〮	ɦu˨˦	水竭又與冱同謝惠連雪賦焦溪涸又藥韻
戶	ᅘᅮ〮	ɦu˨˦	戶門也半門為戶又在内曰戶在外曰門又姥韻
謼	후〮	hu˨˦	荒故切號謼又模韻
呼	후〮	hu˨˦	又模韻
嘑	후〮	hu˨˦	孟子嘑爾而與之趙岐曰咄啐之貌又模韻
庫	쿠〮	kʰu˨˦	苦故切貯物舍
絝	쿠〮	kʰu˨˦	脛衣亦作袴漢外戚傳窮絝注今之裩襠袴
胯	쿠〮	kʰu˨˦	腰胯兩股間亦作跨又麻馬禡三韻
袴	쿠〮	kʰu˨˦	又馬禡韻
跨	쿠〮	kʰu˨˦	又麻馬禡韻
苦	쿠〮	kʰu˨˦	困也又姥韻
顧	구〮	ku˨˦	古慕切迴也又眷也又姓亦作頋又與雇同漢平帝紀女子犯罪出顧山錢鼂錯傳斂民財以顧其功顔師古曰顧讎也若今言雇賃也又思念也漢志賛顧古為之有數又賈誼傳足反居上首顧居下顔師古曰顧亦反也言如人反顧然唐書顧不諒哉又韋顧二國名
雇	구〮	ku˨˦	傭也亦作顧又姥韻
詁	구〮	ku˨˦	詁訓通古今之言也亦作故又姥韻
故	구〮	ku˨˦	固為之也舊也事因也物故死也大故喪事也又與詁同賈誼為左氏傳訓故漢蓺文志亦作訓故顔師古曰故者通其指義也今俗本毛詩改故訓傳為詁字失真耳訓者釋所言之理故者明所載事物之故也
固	구〮	ku˨˦	堅也牢也執滯也又本然之辭孟子固所願也
錮	구〮	ku˨˦	鑄塞之也禁錮重繫也又與痼同賈誼傳必為痼疾
痼	구〮	ku˨˦	久固之疾
酤	구〮	ku˨˦	賣也亦作沽漢武帝天漢二年初榷酒酤又模姥二韻案詩小雅伐木篇無酒酤我毛傳云酤一㝛酒也箋云酤買也無酒酤買之陸徳明云毛音戸鄭音故又音沽是酤買之酤亦有平去二音合於模姥二韻通押
沽	구〮	ku˨˦	又二韻尸子屠沽沽字雖音上聲其義正謂賣酒與平去二音義同合從通用
凅	구〮	ku˨˦	寒凝閉也西京賦凅隂冱寒
鯝	구〮	ku˨˦	魚肚中腸
蠱	구〮	ku˨˦	事也惑也亂也又腹中蟲又巫蠱易蠱卦釋文云一音故又姥者二韻
汙	ᅙᅮ〮	ʔu˨˦	烏故切羽清音說文薉也从水于聲一曰小池為汙廣韻又染也集韻或作洿
惡	ᅙᅮ〮	ʔu˨˦	恥也憎也集韻或作䛩又模禡藥韻
嗚	ᅙᅮ〮	ʔu˨˦	歎聲後漢袁安傳噫鳴流涕音一故切又模韻
𢙁	ᅙᅮ〮	ʔu˨˦	貪也通作污
堊	ᅙᅮ〮	ʔu˨˦	涂也周禮注素車以白土堊車薻車以蒼上堊車又藥韻
雘	ᅙᅮ〮	ʔu˨˦	丹雘顔延年赭白馬賦兼飾丹雘協韻音污又藥韻
誤	ᅌᅮ〮	ŋu˨˦	五故切謬也亦作悞又惑也荀子誤於亂說
悞	ᅌᅮ〮	ŋu˨˦	同上揚子陳平之無悞又欺也
悟	ᅌᅮ〮	ŋu˨˦	覺悟亦作寤
寤	ᅌᅮ〮	ŋu˨˦	項羽贊尚不覺寤又寐覺
晤	ᅌᅮ〮	ŋu˨˦	明也爽也詩可與晤語毛傳遇也鄭箋對也又以言曉人
捂	ᅌᅮ〮	ŋu˨˦	相抵觸也逆也忤也斜拄也搘捂也司馬遷贊抵捂謂枝枉不安也又模韻
梧	ᅌᅮ〮	ŋu˨˦	同上又魁梧壯大貌又模韻
遻	ᅌᅮ〮	ŋu˨˦	遇也逢也見也驚也逆也亦作𨕣迕午俉班固賦乗髙而遻神又藥韻
𨕣	ᅌᅮ〮	ŋu˨˦	莊子𨕣物而不摺音義云本亦作遻
迕	ᅌᅮ〮	ŋu˨˦	同上又違也禮記王肅本迕其衆以伐有道又姥韻
午	ᅌᅮ〮	ŋu˨˦	同上荀子午其軍又逆也禮記午其衆以伐有道音五故切又如字又違背也劉向傳朝臣舛午又姥韻
俉	ᅌᅮ〮	ŋu˨˦	史記天官書其人逢俉化言
忤	ᅌᅮ〮	ŋu˨˦	逆也違戾也亦作午捂
啎	ᅌᅮ〮	ŋu˨˦	同上又逢也屈原懷沙賦重華不可啎兮王逸曰啎逢也
逜	ᅌᅮ〮	ŋu˨˦	干也爾雅逜寤也郭璞曰相干寤
愕	ᅌᅮ〮	ŋu˨˦	錯愕倉卒驚遽貌錯音措又藥韻
蘁	ᅌᅮ〮	ŋu˨˦	逆也莊子使人乃以心服而不敢蘁立又藥韻
疏	ᄾᅮ〮	ʂu˨˦	所故切條陳又記注也又模韻俗作䟽
楚	ᅕᅮ〮	ʈʂʰu˨˦	創故切木名又心利又辛痛又姥韻
赴	ᄫᅮ〮	fu˨˦	芳故切奔也至也趨就也
仆	ᄫᅮ〮	fu˨˦	頓也僵也亦作踣又宥陌二韻
踣	ᄫᅮ〮	fu˨˦	莊子申徒狄因以踣河又陌韻
訃	ᄫᅮ〮	fu˨˦	至也又告喪也
付	ᄫᅮ〮	fu˨˦	畀也授也又周禮大祝付練祥掌國事注付當為祔祭先㠪以祔後死者釋文付音附
傅	ᄫᅮ〮	fu˨˦	相也又姓也又官名傅之徳義曰傅又麗著也又左傳毛將安傅又牽合曰傅㑹又模韻
𦺉	ᄫᅮ〮	fu˨˦	華葉布也
簠	ᄫᅮ〮	fu˨˦	簠簋見廣韻周禮𩟄人凡賔客共其簠簋之實無音今於平上去三聲通用又模姥二韻
賦	ᄫᅮ〮	fu˨˦	貢賦稅賦禹貢厥賦惟上上錯注賦謂土地所生以供天子九州皆有賦貢與賦不同周禮大宰八則五曰賦貢注賦口率出泉也貢功也九職之功所稅也漢刑法志畿方千里有稅有賦稅以足食賦以足兵戎馬車徒干戈素具故後亦謂兵師為賦左傳悉率敝賦是也又詩六義二曰賦鄭氏周禮注賦之言鋪直鋪陳善惡漢書不歌而頌曰賦賦者古詩之流也又貢土曰賦鼂錯策以臣充賦猶民歸賦於縣官故曰上以正取謂之賦又發施也又詩賦政于外又給與也分畀也責取也稟受也
富	ᄫᅮ〮	fu˨˦	備也豐於財也又姓亦作冨史漢富於春秋謂年幼齒歴方久
冨	ᄫᅮ〮	fu˨˦	荀子字鼂錯傳人情莫不欲冨
副	ᄫᅮ〮	fu˨˦	貳也佐也稱也后夫人首飾也又屋陌二韻又見宥韻
附	ᄬᅮ〮	fʱu˨˦	防父切寄也依也麗也又益也亦作坿又轉附山名又肺附心膂田蚡以肺附為相劉向得託肺附衛青傳注肺附謂親戚也若身之於心膂也亦作肺胕麗字亦作傅
坿	ᄬᅮ〮	fʱu˨˦	白坿相如賦雌黄白坿蘇林曰白坿白石英也說文益也與附同
駙	ᄬᅮ〮	fʱu˨˦	副馬
鮒	ᄬᅮ〮	fʱu˨˦	魚名
祔	ᄬᅮ〮	fʱu˨˦	合食於先祖又合葬亦作付
柎	ᄬᅮ〮	fʱu˨˦	華下萼又榆柎木名又醫人名
胕	ᄬᅮ〮	fʱu˨˦	肺胕心膂亦作附晉書作肺腑誤
賻	ᄬᅮ〮	fʱu˨˦	助也贈終者布帛又公羊傳貨財曰㬍
父	ᄬᅮ〮	fʱu˨˦	父母說文父矩也家長率教者詩維師尚父鄭康成曰可尚可父也諸家又音甫荀子齊桓公立管仲為仲父楊倞曰仲者夷吾之字父事之故號為仲父又姥韻
跗	ᄬᅮ〮	fʱu˨˦	廣韻俞跗古醫名見史記又漢書揚雄傳臾跗音敷宜从通用又模韻
婦	ᄬᅮ〮	fʱu˨˦	妻也子妻亦曰婦婦之言服也服事於夫也妻父曰婦翁女子已嫁曰婦人又好貌荀子琴婦好又曰其容婦並無音白居易琵琶行作附音用又有韻
負	ᄬᅮ〮	fʱu˨˦	擔也背荷也孤負也从人从貝俗作負又有韻
萯	ᄬᅮ〮	fʱu˨˦	王萯草名俗作萯又有韻
偩	ᄬᅮ〮	fʱu˨˦	偩抱俗作⿰亻⿱刀貝又有韻
務	ᄝᅮ〮	vu˨˦	亡暮切事務也專力於事也强也遽也趣也又姥韻
鶩	ᄝᅮ〮	vu˨˦	舒鳧鴨也野者能髙飛又屋韻
婺	ᄝᅮ〮	vu˨˦	婺女星名
瞀	ᄝᅮ〮	vu˨˦	目不明又尤韻
霧	ᄝᅮ〮	vu˨˦	地氣上天不應
騖	ᄝᅮ〮	vu˨˦	漢書音義直騁曰馳亂馳曰騖
泰	태〮	tʰai˨˦	他蓋切卦名通也寛也安也大也過也極也甚也侈也爾雅丘石陵曰泰西風謂之泰時作大風
太	태〮	tʰai˨˦	大也過也甚也通作泰顔師古曰大上居尊上之位者古作大又他達切大未縣名
大	태〮	tʰai˨˦	易保合大和繫辭易有大極詩大叔于田大原大王大伯大師禮記大上貴徳猶言最上也至尊之號又六大大羮大牢國語大采朝日莊子在大極之先大清大倉大古漢書大子大師大傅大中大夫大守並音泰古字無點後人加點以别之又見下又箇韻
汰	태〮	tʰai˨˦	沙汰又曷韻
忕	태〮	tʰai˨˦	奢也侈也亦作㥭又寘韻監本从太誤
貸	태〮	tʰai˨˦	同上切施予又借也又寘陌二韻
態	태〮	tʰai˨˦	意也縱也又情態
詒	태〮	tʰai˨˦	疑疾莊子誒詒數日注懈倦貌一云失魂魄也誒音愛又欺也亦作紿又支寘解三韻
紿	태〮	tʰai˨˦	欺也又絲縈難理又解韻
代	때〮	dai˨˦	度耐切世也更也替也國名郡名
岱	때〮	dai˨˦	岱宗東岳泰山為衆山之宗
黛	때〮	dai˨˦	畫墨又青黛似空青而色深韓文盤谷序粉白黛綠
袋	때〮	dai˨˦	囊也
逮	때〮	dai˨˦	及也追也遝也亦作迨又解霽二韻
迨	때〮	dai˨˦	及也詩迨其謂之迨天之未隂雨與逮同逮字既有去聲音則迨字亦合有兩音又解韻
待	때〮	dai˨˦	俟也擬也遇也又解韻周官大宰以典待邦國之治論語以季孟之間待之我待賈者也易有待而行待時而動並無音合從通用
殆	때〮	dai˨˦	危也近也將也又與怠同左傳昭五年滋敝邑休殆七月詩注殆始也又解韻
怠	때〮	dai˨˦	懈也倦也又支解二韻
䈚	때〮	dai˨˦	竹萌亦作箈又皆解二韻
箈	때〮	dai˨˦	周禮箈菹鴈醢音迨同有兩音則箈字亦有去聲音又已上六字並合依逮字例通用
曃	때〮	dai˨˦	曖曃不明貌玉篇廣韻又音他代切
埭	때〮	dai˨˦	壅水為堰亦作𥓏
𥓏	때〮	dai˨˦	見上
棣	때〮	dai˨˦	棣棣閑習貌詩威儀棣棣又霽韻
瑇	때〮	dai˨˦	瑇瑁亦作毒俗作玳又徒沃切
毒	때〮	dai˨˦	又屋韻
霴	때〮	dai˨˦	靉霴雲貌亦作靆又解韻
帶	대〮	tai˨˦	當蓋切紳也又鞶帶凡衣物結束皆有帶又蛇别名莊子蝍蛆甘帶說文男子鞶革婦人鞶絲象繫佩之刑帶有巾故从巾
㿃	대〮	tai˨˦	病也
蹛	대〮	tai˨˦	踶也又匈奴地有蹛林服䖍曰匈奴秋社八月中會祭處曰蹛林顔師古曰蹛者繞林木而祭也臣聞鮮卑之俗自古相傳秋天之祭無林木者尚植柳枝衆騎馳遶三周迺止顔說是也
戴	대〮	tai˨˦	佩也又鳥名禮記戴勝降于桑本亦作載又見下
載	대〮	tai˨˦	禮記月令載以弓韣又解韻又見下
蔕	대〮	tai˨˦	根蔕又霽韻又見下
戴	대〮	tai˨˦	丁代切國名又姓又頂荷也亦作載又見上
載	대〮	tai˨˦	禮記載青旂載青精詩載弁俅俅又解韻又見上下
大	때〮俗따〮	dai˨˦	度柰切小大之對
汏	때〮	dai˨˦	濤汏也又淅㶕也又曷韻
軑	때〮	dai˨˦	車輪漢地理志有軑縣又霽韻
釱	때〮	dai˨˦	銕鉗械足者又霽韻
賴	래〮	lai˨˦	落蓋切恃也國名又姓也又讎也南楚之外曰賴秦晉曰讎又利也無利入於家曰亡賴又顧藉也
䄤	래〮	lai˨˦	祩䄤祝詛
瀨	래〮	lai˨˦	湍也呉楚謂之瀨中國謂之磧說文水流沙上也
籟	래〮	lai˨˦	三孔籥又凡孔竅機栝皆曰籟莊子人籟則比竹是已地籟則衆竅是已天籟則人心之自動者是
癩	래〮	lai˨˦	疥也㾩也
藾	래〮	lai˨˦	藾蕭苹也詩食野之苹鄭箋藾蕭也見爾雅又䕃也莊子曰隱將其所藾
糲	래〮	lai˨˦	粗也又霽轄二韻
癘	래〮	lai˨˦	惡疾又與癩同莊子物不疵癘又霽韻
厲	래〮	lai˨˦	惡也莊子厲之人夜半生子有兩音又霽屑韻
蠣	래〮	lai˨˦	蚌屬附石而生又霽韻
徠	래〮	lai˨˦	洛代切勞徠也荅其勤曰勞撫其至曰徠又慰勉而招之也亦作勑來倈又皆韻
勑	래〮	lai˨˦	又陌韻
來	래〮	lai˨˦	同上又至也相如封禪頌今視其來協韻去聲文選上林賦馳騖徃來亦音去聲又齊皆二韻往來與勞徠義異自可分押
倈	래〮	lai˨˦	漢陳涉傳勞倈慰勉又皆韻
萊	래〮	lai˨˦	草萊廣韻查也又皆韻
賚	래〮	lai˨˦	賜也與也
睞	래〮	lai˨˦	眄睞傍視
柰	내〮	nai˨˦	尼帶切果名徐鍇韻譜云俗别作奈非
奈	내〮	nai˨˦	如也遇也那也能如之何曰奈何又問如之何曰奈何無如之何亦曰奈何又曰争奈又箇韻
耐	내〮	nai˨˦	罪不至髠漢髙祖紀耐以上請之如淳曰耐猶任也任其事也言任罪不至髠之事也後漢注耐輕刑之名漢書音義曰一歲刑為罰作二歲刑已上為耐耐音乃代反亦作耏又耐事耐久亦作能又庚韻
耏	내〮	nai˨˦	廣韻𩓣也案漢書注顔師古曰依應氏之說耏當音而如氏之說則音乃代切義亦兩通又支韻
能	내〮	nai˨˦	同上鼂錯傳能署能寒又技能也又姓又皆庚二韻
鼐	내〮	nai˨˦	鼎之絶大者又解韻
𣉘	내〮	nai˨˦	日無光
菜	ᅔᅢ〮	tsʰai˨˦	倉代切蔬也亦作采菜采義異者分押
采	ᅔᅢ〮	tsʰai˨˦	周禮大胥春入學舍采合舞鄭司農曰舍采謂舞者皆持芬香之菜或曰古者士見於師以菜為摯或曰學者皆人君卿大夫之子衣服采飾舍采者減損解釋盛服以下其師鄭康成曰舍即釋也采讀為菜始入學必舍菜禮先師也菜蘋蘩之屬詩簡兮注舍采亦與菜同又王子諸侯卿大夫食邑書百里采無音亦作寀埰顔師古注漢志曰采官也因官食地故曰采地又解韻
寀	ᅔᅢ〮	tsʰai˨˦	爾雅尸寀也寀寮官也郭璞曰寀地同地為寀同官為寮寀音去聲又解韻
棌	ᅔᅢ〮	tsʰai˨˦	木名亦作采又解韻
蔡	ᅔᅢ〮	tsʰai˨˦	國名又姓又法也草芥又草際也漢志元龜為蔡論語臧文仲居蔡古文作又轄韻
䌨	ᅔᅢ〮	tsʰai˨˦	綷䌨綺素聲亦作縩相如賦作萃蔡
縩	ᅔᅢ〮	tsʰai˨˦	班婕妤賦紛綷縩兮綺素聲
蓋	개〮	kai˨˦	居大切覆也掩也苫也車蓋也張帛也又大率也發語端也俗作盖又合韻
匃	개〮	kai˨˦	乞也亦作匄丏又曷韻
匄	개〮	kai˨˦	漢陳湯匄貸無節西域傳乞匄無所得春秋士匄晉卿又乞與也漢西域傳我匄若馬又曷韻陳湯傳無音凡無音者合通用
[丐/丏]	개〮	kai˨˦	又銑曷二韻
漑	개〮	kai˨˦	灌漑又沆漑水流聲又寘韻
摡	개〮	kai˨˦	滌也説文引詩摡之釡鬵今詩作漑周禮世婦率女官而濯摡注摡拭也又寘韻
㧉	개〮	kai˨˦	磨也
槩	개〮	kai˨˦	平斗斛者亦作槪又節槩操介也大槩大率也感槩感觸經心也莊子豈能無槩然於心
槪	개〮	kai˨˦	同上又節槪吳都賦俗有節槪之風
剴	개〮	kai˨˦	切也近也又皆韻
愛	ᅙᅢ〮	ʔai˨˦	於蓋切慕也憐也恩也寵也好樂也説文行貌
僾	ᅙᅢ〮	ʔai˨˦	仿佛也説文引詩僾而不見今詩作愛禮記祭義祭之日入室僾然必有見乎其位釋文云微見貌
薆	ᅙᅢ〮	ʔai˨˦	隱也蔽也又晻薆香氣相如賦晻薆苾茀
靉	ᅙᅢ〮	ʔai˨˦	靉靆雲貌又解韻
藹	ᅙᅢ〮	ʔai˨˦	人臣盡力之美詩藹藹王多吉士毛傳藹藹猶濟濟也箋云王之朝多吉士藹藹然陸音於害反又叢雜貌又解韻
靄	ᅙᅢ〮	ʔai˨˦	雲集貌又解韻
䨠	ᅙᅢ〮	ʔai˨˦	文選謝惠連雪賦連氛累䨠又解韻
謁	ᅙᅢ〮	ʔai˨˦	同上隂晦也韓愈秋雨聨句牖變景明謁一本作藹義同又屑韻
馤	ᅙᅢ〮	ʔai˨˦	香也城南聨句逕蘭銷晚馤
壒	ᅙᅢ〮	ʔai˨˦	塵也
𣋞	ᅙᅢ〮	ʔai˨˦	日色
曖	ᅙᅢ〮	ʔai˨˦	晻曖不明
欸	ᅙᅢ〮	ʔai˨˦	應聲又皆解二韻
乃	ᅙᅢ〮	ʔai˨˦	款乃棹船相應聲黄庭堅曰湖中節歌聲元結集作欸乃誤栁宗元詩款乃一聲山水緑本或作欸乃誤欸與乃同音當作款欸亦作款乃款音襖又音懊又解韻
艾	ᅌᅢ〮	ŋai˨˦	牛蓋切草名可灸又老也熟也曲禮五十曰艾詩或肅或艾爾雅艾歴也郭璞曰長者多更歴也又云頤艾育養也方言汝潁梁宋之間謂養為艾又曰東齊魯衛之間凡尊長謂之傁或謂之艾屈原九歌竦長劔兮擁幼艾注艾長也幼艾猶言少長也又美好也孟子知好色則慕少艾又過半也詩夜未艾又息也左傳方興未艾又養也安也詩保艾爾後又懲創也魏相傳無所懲艾又艾豭牡豬亦作豛又寘韻
㣻	ᅌᅢ〮	ŋai˨˦	創㣻懲也亦作艾又義同者不得重押義異者非又寘韻
乂	ᅌᅢ〮	ŋai˨˦	又寘韻
礙	ᅌᅢ〮	ŋai˨˦	止也距也妨也阻也限也亦作硋玉篇亦作㝵
硋	ᅌᅢ〮	ŋai˨˦	列子雲霧不硋其視
閡	ᅌᅢ〮	ŋai˨˦	外閉又與礙同文選隔閡又皆解二韻
害	ᅘᅢ〮	ɦai˨˦	下蓋切傷也嫉也忌也好也不利也又曷韻中从丯丯音害
妎	ᅘᅢ〮	ɦai˨˦	妬也通作害又霽韻
劾	ᅘᅢ〮	ɦai˨˦	鞠也按也又法有罪也又解陌二韻
亥	ᅘᅢ〮	ɦai˨˦	辰名豕亥胡亥
外	ᅌᅫ〮	ŋwai˨˦	五塊切表也逺也疏斤也霍光傳盡外我家
嗄	ᅙᅢ〮	ʔai˨˦	於邁切氣逆老子終日號而嗌不嗄又禡韻
餲	ᅙᅢ〮	ʔai˨˦	食敗又寘曷韻
喝	ᅙᅢ〮	ʔai˨˦	嘶聲司馬相如賦聲流喝
慨	캐〮	kʰai˨˦	丘蓋切忼慨竭誠貌太史公曰婢妾賤人感慨而自殺者非能勇也徐廣曰或作概音同
槪	캐〮	kʰai˨˦	同上又居代切平斗斛者
愾	캐〮	kʰai˨˦	同上晉段灼傳私懷忼愾陸機傳議論忼愾又怒也左傳諸侯敵王所愾而獻其功又質寘二韻
嘅	캐〮	kʰai˨˦	嘆也
欬	캐〮	kʰai˨˦	逆氣又謦欬亦作咳
咳	캐〮	kʰai˨˦	禮記咳而名之又小兒笑貎又皆韻
鎧	캐〮	kʰai˨˦	甲也又解韻古作俗作鎧
闓	캐〮	kʰai˨˦	開也又皆解二韻
塏	캐〮	kʰai˨˦	爽塏明燥也又解韻古作俗作塏
磕	캐〮	kʰai˨˦	石聲亦作礚又合韻
礚	캐〮	kʰai˨˦	相如賦琅琅礚礚又合韻
愒	캐〮	kʰai˨˦	貪也左傳昭元年王民翫嵗而愒日注翫愒皆貪也又霽屑二韻
再	ᅎᅢ〮	tsai˨˦	作代切兩也重也
載	ᅎᅢ〮	tsai˨˦	承也勝也易大車以載詩載沈載浮案爾雅唐虞曰載無音書朕在位七十載五載一巡狩三載考績亦無音廣韻上去二聲皆曰年也謂之載者以年運而往為義又事也書熙帝之載又則也詩載號載呶又盟書曰載書見左傳孟子又國語大史司載糾䖍天刑韋昭曰載天文也詩上天之載謂洪造也音再又典籍曰載籍取記載之義又始也
縡	ᅎᅢ〮	tsai˨˦	事也又解韻
裁	ᅎᅢ〮	tsai˨˦	鑒别又制也公羊辨而裁又皆韻
栽	ᅎᅢ〮	tsai˨˦	築牆長版左傳木昏正而栽又皆韻
酨	ᅎᅢ〮	tsai˨˦	酢
在	ᅏᅢ〮	dzai˨˦	昨代切所也存也察也又解韻
嘬	ᅕᅢ〮	ʈʂʰai˨˦	楚邁切一舉盡臠禮記毋嘬炙又齧也孟子蠅蚋姑嘬之
蠆	ᅕᅢ〮	ʈʂʰai˨˦	長尾為蠆短尾為蝎孝經緯曰蜂蠆垂芒為其毒在後
𧀱	ᅕᅢ〮	ʈʂʰai˨˦	𧀱芥刺鯁也亦作蔕慸
蔕	ᅕᅢ〮	ʈʂʰai˨˦	司馬相如賦曾不蔕芥賈誼曰細故蔕芥顔師古曰小鯁也又霽韻
慸	ᅕᅢ〮	ʈʂʰai˨˦	史記賈誼賦細故慸葪韋昭音
瘥	ᅕᅢ〮	ʈʂʰai˨˦	楚懈切病瘳亦作差又歌遮韻
差	ᅕᅢ〮	ʈʂʰai˨˦	較也左傳宣十二年注抜旂投衡使不帆風差輕又支皆歌麻箇禡六韻
𣲾	ᅕᅢ〮	ʈʂʰai˨˦	水浦又作叉
戒	걔〮俗계〮	kiai˨˦	居拜切敇也警也謹也備也具也防患曰戒亦作誡
誡	걔〮俗계〮	kiai˨˦	易小懲而大誡荀子受諫而能戒賈誼傳前車覆後車誡並與戒同又警敇之辭曰誡文中子續詩四曰歎以陳誨立誡於家也續書有訓有誡義同者不可雙押如用立誡訓誡與齋戒之戒不妨分押
悈	걔〮俗계〮	kiai˨˦	飭也急也
介	걔〮俗계〮	kiai˨˦	大也助也副也閱也佐佑也耿介也繫也甲也閒廁也古者主有擯客有介孔叢子士無介不見魯仲連傳注相佑助曰紹介又因也左傳介人之寵又曰敢介大國又細故曰纖介竇融傳長無纖介郭子儀無纖介自嫌亦作芥又幾㣲也易介于石又所守之節介然堅正不移貌易憂悔吝者存乎介王弼曰當其憂悔吝之時其介不可慢也孟子柳下惠不以三公易其介又側畔也楚辭悲江介之遺風三都賦况江介之湫湄又㣲閒貌孟子山徑之蹊間介然又一夫曰一介左傳一介之使書如有一介臣又與芥同左傳介其雞杜預曰擣芥子播其羽又轄韻
价	걔〮俗계〮	kiai˨˦	善也節也詩价人維藩荀子作介人又佋价與介同
界	걔〮俗계〮	kiai˨˦	境也垂也分畫也限也亦作畍又離閒也揚雄解嘲范睢界涇陽注界閒其兄弟使疏涇陽秦昭王弟貴用事也
䯰	걔〮俗계〮	kiai˨˦	簪髻
㠹	걔〮俗계〮	kiai˨˦	幘也亦作介
犗	걔〮俗계〮	kiai˨˦	犍牛凡畜健强者皆曰犗
疥	걔〮俗계〮	kiai˨˦	瘡疥
玠	걔〮俗계〮	kiai˨˦	大圭詩書作介
㝏	걔〮俗계〮	kiai˨˦	獨居
魪	걔〮俗계〮	kiai˨˦	比目魚
芥	걔〮俗계〮	kiai˨˦	辛菜又小草
届	걔〮俗계〮	kiai˨˦	至也舍也極也當也說文行不便也篆文作屆从土凷之凷今書作届古作艐朡
恝	걔〮俗계〮	kiai˨˦	無愁貌孟子孝子心不若是恝
艐	걔〮俗계〮	kiai˨˦	方言艐至者郭璞曰古届字又東韻
